事業所番号,サービス種類,法人名称,事業所名,郵便番号,事業所所在地,電話番号,FAX番号,行政区
2610704583,居宅療養管理指導,医療法人社団三喜会伊東泌尿器科医院,医療法人社団三喜会　伊東泌尿器科医院,6150082,右京区山ノ内赤山町１０－１,321-1141,,右京区
2610704740,居宅療養管理指導,医療法人社団四条診療所,医療法人社団　四条診療所,6150066,右京区西院四条畑町２１－１,311-2220,,右京区
2610704799,居宅療養管理指導,医療法人社団寿光会竹腰医院,医療法人社団寿光会　竹腰医院,6168095,右京区御室芝橋町６－１９,461-6288,461-7802,右京区
2610704765,居宅療養管理指導,医療法人社団小室整形外科医院,居宅療養管理指導ＳＯＲＡ(そーら),6168313,右京区嵯峨野開町21,871-0519,872-1781,右京区
2630702047,居宅療養管理指導,医療法人社団平塚歯科診療所,平塚歯科診療所,6150024,右京区西院矢掛町２７－１ウエスト・ブリッジ１階,315-0459,,右京区
2610704757,居宅療養管理指導,医療法人社団明徳会中川診療所,医療法人社団明徳会　中川診療所,6150816,右京区西京極東町１４,313-0388,,右京区
2610705101,居宅療養管理指導,医療法人清水医院,医療法人　清水医院,6150093,右京区山ノ内宮前町１,802-4174,,右京区
2630702252,居宅療養管理指導,医療法人洛生会田中歯科医院,医療法人洛生会田中歯科医院梅津診療所,6150934,右京区梅津北浦町３ー７,863-4184,,右京区
2610705051,居宅療養管理指導,医療法人澤野医院堀池診療所,医療法人　澤野医院堀池診療所,6168186,右京区太秦堀池町１５－９,882-5665,,右京区
2610700235,居宅療養管理指導,一般財団法人仁風会　,一般財団法人仁風会　嵯峨野病院,6168251,右京区鳴滝宇多野谷９番地,464-0321,461-7383,右京区
2640701005,居宅療養管理指導,株式会社新星堂,松井薬局西院,6150012,右京区西院高山寺町１番,316-4193,316-0193,右京区
2610702207,居宅療養管理指導,公益社団法人京都保健会,公益社団法人京都保健会春日診療所,6150004,右京区西院下花田町２１,311-3176,,右京区
2610703916,居宅療養管理指導,財団法人泉谷病院,財団法人　泉谷病院,6168077,右京区太秦安井馬塚町１８,801-0111,,右京区
2610705093,居宅療養管理指導,坂本医院,坂本医院,6150904,右京区梅津堤上町１７,,,右京区
2610704260,居宅療養管理指導,社会医療法人健康会,社会医療法人健康会　西京極診療所,6150813,右京区西京極佃田町１７,314-2866,,右京区
2610701597,居宅療養管理指導,社団法人医師会,医師会越畑診療所,6168487,右京区嵯峨越畑中ノ町２３ー１,861-0909,,右京区
2610701589,居宅療養管理指導,社団法人医師会,医師会水尾診療所,6168465,右京区嵯峨水尾宮脇町１０,861-2924,,右京区
2640700700,居宅療養管理指導,日本ライブラリー株式会社,ヘルス薬局,6150913,右京区梅津南上田町６４ロイヤルハイツ梅津１Ｆ,882-5136,882-5038,右京区
2640700866,居宅療養管理指導,有限会社くすりのカスガ,くすりのカスガ薬局,6168057,右京区花園木辻南町１３－３,462-5861,,右京区
2630702070,居宅療養管理指導,,おぎの歯科医院,6168317,右京区嵯峨野神ノ木町１３－５グランエスポワール１Ｆ,864-3944,,右京区
2630702096,居宅療養管理指導,,寺本歯科医院,6150016,右京区西院西淳和院町１９－２,311-1709,,右京区
2630702120,居宅療養管理指導,,うえだ歯科医院,6168356,右京区嵯峨天龍寺中島町１－９,862-2220,,右京区
2630702138,居宅療養管理指導,,太秦おおの歯科医院,6168126,右京区太秦椙ケ本町１０－４,881-8283,,右京区
2630702260,居宅療養管理指導,,中島歯科医院,6168413,右京区嵯峨大覚寺門前堂ノ前町２２－１３０,862-4474,,右京区
2610702645,居宅療養管理指導,,伊藤医院,6150854,右京区西京極堤外町１－２９,314-7921,,右京区
2610703080,居宅療養管理指導,,宮下医院,6168052,右京区花園薮ノ下町１３,821-5002,,右京区
2610703502,居宅療養管理指導,,宮下医院,6168346,右京区嵯峨天龍寺油掛町６－３,872-1862,,右京区
2610704252,居宅療養管理指導,,イトウ診療所,6168217,右京区常盤東ノ町２２－３,882-5156,,右京区
2610704435,居宅療養管理指導,,池田外科医院,6168066,右京区太秦安井車道町２１－５９,811-1521,,右京区
2610704500,居宅療養管理指導,,神山医院,6150011,右京区西大路四条上ル西院東淳和院町４,312-4114,,右京区
2640700940,居宅療養管理指導,,今村薬局,6168422,右京区嵯峨釈迦堂大門町２９番地,861-0537,,右京区
2610705036,居宅療養管理指導,,大杉医院,6150907,右京区梅津段町４１－１４,864-6811,,右京区
2640700767,居宅療養管理指導,,イトウ薬局,6168042,右京区花園伊町３１－２,463-7486,,右京区
2630701478,居宅療養管理指導,,富井忠歯科医院,6150057,右京区西院東貝川町５沢田ビル２階,314-5216,,右京区
2630701593,居宅療養管理指導,,白数歯科医院,6168021,右京区花園天授ヶ岡町１０－１９高津商会妙心寺ビル２階,463-9150,,右京区
2630701742,居宅療養管理指導,,ウケタ歯科医院,6168102,右京区太秦森ヶ東町３０,881-5756,,右京区
2630701775,居宅療養管理指導,,武田淳歯科医院,6168234,右京区鳴滝嵯峨園町１２,461-0533,,右京区
2630701957,居宅療養管理指導,,名古歯科医院,6168343,右京区嵯峨朝日町２－３嵐山グランドシティ１Ｆ,882-6487,,右京区
2630701981,居宅療養管理指導,,湯浅歯科医院,6168157,右京区太秦御所ノ内町１７ユアサビル,864-0016,,右京区
2630702054,居宅療養管理指導,,白原歯科医院,6150021,右京区西院三蔵町１４プラムビル２Ｆ,323-1234,,右京区
2640700635,居宅療養管理指導,,小島薬局,6168102,右京区太秦森ヶ東町３１－１４,872-3797,,右京区
2640700833,居宅療養管理指導,,サガ薬局,6168374,右京区嵯峨天竜寺北造路町１０,861-0328,,右京区
2640700957,居宅療養管理指導,,西京極駅前調剤薬局,6150851,右京区西京極西池田町４０,316-2514,,右京区
2630702245,居宅療養管理指導,,ただ歯科診療所,6168185,右京区太秦開日町２１ー１９,882-6406,,右京区
2630702211,居宅療養管理指導,,相模歯科医院,6018234,右京区鳴滝嵯峨園町２ー３,466-2471,,右京区
2630702179,居宅療養管理指導,,トミイ歯科・矯正歯科,6150012,右京区西院高山寺町１０,311-3185,,右京区
2630702088,居宅療養管理指導,,西出歯科医院,6150072,右京区山ノ内池尻町１－１京都ファミリー３Ｆ,321-0005,,右京区
2630702039,居宅療養管理指導,,いまむら歯科医院,6150014,右京区西院巽町５－１　メゾン春日２Ｆ,315-3430,,右京区
2630701916,居宅療養管理指導,,中村歯科医院,6150907,右京区梅津段町３８,861-7557,861-7557,右京区
2630701882,居宅療養管理指導,,堤洋之歯科医院,6168242,右京区鳴滝本町１１０－３,465-0505,,右京区
2630701874,居宅療養管理指導,,にしかわ歯科医院,6168102,右京区太秦森ヶ東町４－４２,882-1270,,右京区
2630701817,居宅療養管理指導,,川村歯科医院,6150812,右京区西京極大門町１９－３２まるげんビル１Ｆ,314-6615,,右京区
2630701486,居宅療養管理指導,,肥後歯科医院,6150884,右京区西京極郡町７５,313-3244,,右京区
2630700918,居宅療養管理指導,,相模歯科医院,6150011,右京区西院東淳和院町９,311-2773,,右京区
2610705580,居宅療養管理指導,,すずき皮フ科クリニック,6150051,右京区西院安塚町４－２　ＷＥＳＴ－１ビル２Ｆ,316-0072,,右京区
2610705465,居宅療養管理指導,,石田医院,6168316,右京区嵯峨野有栖川町４０ー１６８,861-2316,,右京区
2610705275,居宅療養管理指導,,山田医院,6168093,右京区御室竪町２３－４,463-9565,,右京区
2610705234,居宅療養管理指導,,衣笠医院,6168011,右京区龍安寺斉宮町５,462-8473,,右京区
2610704211,居宅療養管理指導,,金岡内科医院,6168334,右京区嵯峨罧原町２４－１８,861-5500,,右京区
2610703460,居宅療養管理指導,,小島医院,6168305,右京区嵯峨広沢御所ノ内町３７－５,871-7047,,右京区
2630702302,居宅療養管理指導,,郷歯科医院,6150822,右京区西京極中町１１,313-0719,,右京区
2640701021,居宅療養管理指導,有限会社回生堂薬品,回生堂薬局,6168077,右京区太秦安井馬塚町１２,811-0926,,右京区
2630702310,居宅療養管理指導,,よねざわ歯科医院,6168305,右京区嵯峨広沢御所ノ内町４３の４１,864-8714,,右京区
2640701039,居宅療養管理指導,有限会社エムヴァック,花園調剤薬局,6168057,右京区花園木辻南町７の６８,467-8488,,右京区
2640701047,居宅療養管理指導,有限会社アポロ薬局,アポロ薬局　天神川店,6150057,右京区西院東貝川町１５,,,右京区
2610705747,居宅療養管理指導,,すずき皮フ科クリニック,6150051,右京区西院安塚町４の２ＷＥＳＴ－１ビル１０２,316-0072,,右京区
2630702328,居宅療養管理指導,,さが松井歯科医院,6168356,右京区嵯峨天竜寺中島町１３の４，１３の５,863-5580,863-5580,右京区
2610705796,居宅療養管理指導,医療法人誠心会,医療法人誠心会　池田整形外科クリニック,6168107,右京区太秦一ノ井町３１,872-5777,,右京区
2610705812,居宅療養管理指導,医療法人社団太田診療所仮診療所,医療法人社団太田診療所仮診療所,6168042,右京区花園伊町１９－１３,461-7568,,右京区
2610705853,居宅療養管理指導,宮下医院,宮下医院,6168346,右京区嵯峨天竜寺油掛町６の３,872-1862,,右京区
2610705846,居宅療養管理指導,医療法人社団　聡樹会　まさき医院,医療法人社団　聡樹会　まさき医院,6150885,右京区西京極午塚町６５番地１,314-8611,,右京区
2610705861,居宅療養管理指導,医療法人朋生会,医療法人　朋生会　中尾クリニック,6168363,右京区嵯峨柳田町１１番地の８,871-5450,871-9509,右京区
2630702369,居宅療養管理指導,,サガミ歯科医院,6150011,右京区西院東淳和院町９,311-2773,,右京区
2610706018,居宅療養管理指導,医療法人青進会,景山医院,6150003,右京区西院西今田町９－５,323-6680,,右京区
2630702401,居宅療養管理指導,,安井歯科医院,6010321,右京区京北塔町宮の前３４,0771-53-0370,,右京区
2630702393,居宅療養管理指導,,岡田歯科医院,6010251,右京区京北周山町上植代,0771-52-0378,,右京区
2610706042,居宅療養管理指導,,山本クリニック,6010251,右京区京北周山町室谷１の２,0771-52-6070,0771-52-6071,右京区
2610706067,居宅療養管理指導,,井本医院,6168123,右京区太秦海正寺町４－８,861-2646,,右京区
2640701195,居宅療養管理指導,有限会社エーケン,ひまわり薬局,6150885,右京区西京極午塚町37,321-8090,321-8090,右京区
2610706182,居宅療養管理指導,医療法人社団　松仁会,医療法人松仁会内田病院,6150925,右京区梅津大縄場町６の９,882-6666,,右京区
2630702468,居宅療養管理指導,医療法人社団裕和会,医療法人社団裕和会タキノ歯科医院,6150813,右京区西京極佃田町２０森川ビル２階２０２号室,322-6333,322-6339,右京区
